Country_1,Country_2,Cooperation_Count,Country_Pair
France,Luigina,2,"('France', 'Luigina')"
France,Jian,2,"('France', 'Jian')"
France,Jingqiu,2,"('France', 'Jingqiu')"
France,Hungary,2,"('France', 'Hungary')"
France,Thailand,2,"('France', 'Thailand')"
France,Romania,2,"('France', 'Romania')"
France,Marko,2,"('France', 'Marko')"
France,North Macedonia,2,"('France', 'North Macedonia')"
South Africa,Spain,2,"('South Africa', 'Spain')"
Spain,Turkey,4,"('Spain', 'Turkey')"
Abdulgawi Salim,Spain,2,"('Abdulgawi Salim', 'Spain')"
Oman,Spain,2,"('Oman', 'Spain')"
Malta,Spain,2,"('Malta', 'Spain')"
Luigina,Spain,2,"('Luigina', 'Spain')"
Jian,Spain,2,"('Jian', 'Spain')"
Jingqiu,Spain,2,"('Jingqiu', 'Spain')"
Hungary,Spain,2,"('Hungary', 'Spain')"
Nigeria,Spain,3,"('Nigeria', 'Spain')"
Spain,Thailand,2,"('Spain', 'Thailand')"
Marko,Spain,2,"('Marko', 'Spain')"
North Macedonia,Spain,2,"('North Macedonia', 'Spain')"
Belgium,Turkey,4,"('Belgium', 'Turkey')"
Abdulgawi Salim,Belgium,2,"('Abdulgawi Salim', 'Belgium')"
Belgium,Oman,2,"('Belgium', 'Oman')"
Belgium,Malta,2,"('Belgium', 'Malta')"
Belgium,Luigina,2,"('Belgium', 'Luigina')"
Belgium,Taiwan,4,"('Belgium', 'Taiwan')"
Belgium,Portugal,4,"('Belgium', 'Portugal')"
Belgium,Egypt,2,"('Belgium', 'Egypt')"
Belgium,South Korea,2,"('Belgium', 'South Korea')"
Belgium,Jian,2,"('Belgium', 'Jian')"
Belgium,Jingqiu,2,"('Belgium', 'Jingqiu')"
Belgium,Hungary,2,"('Belgium', 'Hungary')"
Belgium,Brazil,2,"('Belgium', 'Brazil')"
Belgium,Nigeria,3,"('Belgium', 'Nigeria')"
Belgium,Malaysia,2,"('Belgium', 'Malaysia')"
Belgium,Thailand,2,"('Belgium', 'Thailand')"
Belgium,Romania,2,"('Belgium', 'Romania')"
Belgium,Marko,2,"('Belgium', 'Marko')"
Belgium,Slovenia,2,"('Belgium', 'Slovenia')"
Belgium,North Macedonia,2,"('Belgium', 'North Macedonia')"
South Africa,Turkey,4,"('South Africa', 'Turkey')"
Abdulgawi Salim,South Africa,2,"('Abdulgawi Salim', 'South Africa')"
Oman,South Africa,2,"('Oman', 'South Africa')"
Malta,South Africa,2,"('Malta', 'South Africa')"
Luigina,South Africa,2,"('Luigina', 'South Africa')"
Italy,South Africa,2,"('Italy', 'South Africa')"
South Africa,Taiwan,4,"('South Africa', 'Taiwan')"
Egypt,South Africa,2,"('Egypt', 'South Africa')"
South Africa,South Korea,2,"('South Africa', 'South Korea')"
Jian,South Africa,2,"('Jian', 'South Africa')"
Jingqiu,South Africa,2,"('Jingqiu', 'South Africa')"
Hungary,South Africa,2,"('Hungary', 'South Africa')"
Brazil,South Africa,2,"('Brazil', 'South Africa')"
Nigeria,South Africa,3,"('Nigeria', 'South Africa')"
Malaysia,South Africa,2,"('Malaysia', 'South Africa')"
South Africa,Thailand,2,"('South Africa', 'Thailand')"
Romania,South Africa,2,"('Romania', 'South Africa')"
Marko,South Africa,2,"('Marko', 'South Africa')"
Slovenia,South Africa,2,"('Slovenia', 'South Africa')"
North Macedonia,South Africa,2,"('North Macedonia', 'South Africa')"
Abdulgawi Salim,Turkey,4,"('Abdulgawi Salim', 'Turkey')"
Oman,Turkey,4,"('Oman', 'Turkey')"
Malta,Turkey,4,"('Malta', 'Turkey')"
Luigina,Turkey,4,"('Luigina', 'Turkey')"
Italy,Turkey,4,"('Italy', 'Turkey')"
Taiwan,Turkey,8,"('Taiwan', 'Turkey')"
Portugal,Turkey,8,"('Portugal', 'Turkey')"
Egypt,Turkey,4,"('Egypt', 'Turkey')"
Jian,Turkey,4,"('Jian', 'Turkey')"
Jingqiu,Turkey,4,"('Jingqiu', 'Turkey')"
Hungary,Turkey,4,"('Hungary', 'Turkey')"
Brazil,Turkey,4,"('Brazil', 'Turkey')"
Nigeria,Turkey,6,"('Nigeria', 'Turkey')"
Malaysia,Turkey,4,"('Malaysia', 'Turkey')"
Thailand,Turkey,4,"('Thailand', 'Turkey')"
Romania,Turkey,4,"('Romania', 'Turkey')"
Marko,Turkey,4,"('Marko', 'Turkey')"
Slovenia,Turkey,4,"('Slovenia', 'Turkey')"
North Macedonia,Turkey,4,"('North Macedonia', 'Turkey')"
Abdulgawi Salim,Oman,2,"('Abdulgawi Salim', 'Oman')"
Abdulgawi Salim,Malta,2,"('Abdulgawi Salim', 'Malta')"
Abdulgawi Salim,Luigina,2,"('Abdulgawi Salim', 'Luigina')"
Abdulgawi Salim,Italy,2,"('Abdulgawi Salim', 'Italy')"
Abdulgawi Salim,Taiwan,4,"('Abdulgawi Salim', 'Taiwan')"
Abdulgawi Salim,Portugal,4,"('Abdulgawi Salim', 'Portugal')"
Abdulgawi Salim,Egypt,2,"('Abdulgawi Salim', 'Egypt')"
Abdulgawi Salim,South Korea,2,"('Abdulgawi Salim', 'South Korea')"
Abdulgawi Salim,Jian,2,"('Abdulgawi Salim', 'Jian')"
Abdulgawi Salim,Jingqiu,2,"('Abdulgawi Salim', 'Jingqiu')"
Abdulgawi Salim,Hungary,2,"('Abdulgawi Salim', 'Hungary')"
Abdulgawi Salim,Brazil,2,"('Abdulgawi Salim', 'Brazil')"
Abdulgawi Salim,Nigeria,3,"('Abdulgawi Salim', 'Nigeria')"
Abdulgawi Salim,Malaysia,2,"('Abdulgawi Salim', 'Malaysia')"
Abdulgawi Salim,Thailand,2,"('Abdulgawi Salim', 'Thailand')"
Abdulgawi Salim,Romania,2,"('Abdulgawi Salim', 'Romania')"
Abdulgawi Salim,Marko,2,"('Abdulgawi Salim', 'Marko')"
Abdulgawi Salim,Slovenia,2,"('Abdulgawi Salim', 'Slovenia')"
Abdulgawi Salim,North Macedonia,2,"('Abdulgawi Salim', 'North Macedonia')"
Malta,Oman,2,"('Malta', 'Oman')"
Luigina,Oman,2,"('Luigina', 'Oman')"
Italy,Oman,2,"('Italy', 'Oman')"
Oman,Taiwan,4,"('Oman', 'Taiwan')"
Oman,Portugal,4,"('Oman', 'Portugal')"
Egypt,Oman,2,"('Egypt', 'Oman')"
Oman,South Korea,2,"('Oman', 'South Korea')"
Jian,Oman,2,"('Jian', 'Oman')"
Jingqiu,Oman,2,"('Jingqiu', 'Oman')"
Hungary,Oman,2,"('Hungary', 'Oman')"
Brazil,Oman,2,"('Brazil', 'Oman')"
Nigeria,Oman,3,"('Nigeria', 'Oman')"
Malaysia,Oman,2,"('Malaysia', 'Oman')"
Oman,Thailand,2,"('Oman', 'Thailand')"
Oman,Romania,2,"('Oman', 'Romania')"
Marko,Oman,2,"('Marko', 'Oman')"
Oman,Slovenia,2,"('Oman', 'Slovenia')"
North Macedonia,Oman,2,"('North Macedonia', 'Oman')"
Luigina,Malta,2,"('Luigina', 'Malta')"
Italy,Malta,2,"('Italy', 'Malta')"
Malta,Taiwan,4,"('Malta', 'Taiwan')"
Malta,Portugal,4,"('Malta', 'Portugal')"
Egypt,Malta,2,"('Egypt', 'Malta')"
Malta,South Korea,2,"('Malta', 'South Korea')"
Jian,Malta,2,"('Jian', 'Malta')"
Jingqiu,Malta,2,"('Jingqiu', 'Malta')"
Hungary,Malta,2,"('Hungary', 'Malta')"
Brazil,Malta,2,"('Brazil', 'Malta')"
Malta,Nigeria,3,"('Malta', 'Nigeria')"
Malaysia,Malta,2,"('Malaysia', 'Malta')"
Malta,Thailand,2,"('Malta', 'Thailand')"
Malta,Romania,2,"('Malta', 'Romania')"
Malta,Marko,2,"('Malta', 'Marko')"
Malta,Slovenia,2,"('Malta', 'Slovenia')"
Malta,North Macedonia,2,"('Malta', 'North Macedonia')"
Italy,Luigina,2,"('Italy', 'Luigina')"
Luigina,Taiwan,4,"('Luigina', 'Taiwan')"
Luigina,Portugal,4,"('Luigina', 'Portugal')"
Egypt,Luigina,2,"('Egypt', 'Luigina')"
Luigina,South Korea,2,"('Luigina', 'South Korea')"
Jian,Luigina,2,"('Jian', 'Luigina')"
Jingqiu,Luigina,2,"('Jingqiu', 'Luigina')"
Hungary,Luigina,2,"('Hungary', 'Luigina')"
Brazil,Luigina,2,"('Brazil', 'Luigina')"
Luigina,Nigeria,3,"('Luigina', 'Nigeria')"
Luigina,Malaysia,2,"('Luigina', 'Malaysia')"
Luigina,Thailand,2,"('Luigina', 'Thailand')"
Luigina,Romania,2,"('Luigina', 'Romania')"
Luigina,Marko,2,"('Luigina', 'Marko')"
Luigina,Slovenia,2,"('Luigina', 'Slovenia')"
Luigina,North Macedonia,2,"('Luigina', 'North Macedonia')"
Egypt,Italy,2,"('Egypt', 'Italy')"
Italy,Jian,2,"('Italy', 'Jian')"
Italy,Jingqiu,2,"('Italy', 'Jingqiu')"
Italy,Nigeria,3,"('Italy', 'Nigeria')"
Italy,Thailand,2,"('Italy', 'Thailand')"
Italy,Romania,2,"('Italy', 'Romania')"
Italy,Marko,2,"('Italy', 'Marko')"
Italy,North Macedonia,2,"('Italy', 'North Macedonia')"
Jian,Taiwan,4,"('Jian', 'Taiwan')"
Jingqiu,Taiwan,4,"('Jingqiu', 'Taiwan')"
Hungary,Taiwan,4,"('Hungary', 'Taiwan')"
Nigeria,Taiwan,6,"('Nigeria', 'Taiwan')"
Taiwan,Thailand,4,"('Taiwan', 'Thailand')"
Romania,Taiwan,4,"('Romania', 'Taiwan')"
Marko,Taiwan,4,"('Marko', 'Taiwan')"
Egypt,Portugal,4,"('Egypt', 'Portugal')"
Jian,Portugal,4,"('Jian', 'Portugal')"
Jingqiu,Portugal,4,"('Jingqiu', 'Portugal')"
Hungary,Portugal,4,"('Hungary', 'Portugal')"
Nigeria,Portugal,6,"('Nigeria', 'Portugal')"
Portugal,Thailand,4,"('Portugal', 'Thailand')"
Portugal,Romania,4,"('Portugal', 'Romania')"
Marko,Portugal,4,"('Marko', 'Portugal')"
North Macedonia,Portugal,4,"('North Macedonia', 'Portugal')"
Egypt,South Korea,2,"('Egypt', 'South Korea')"
Egypt,Jian,2,"('Egypt', 'Jian')"
Egypt,Jingqiu,2,"('Egypt', 'Jingqiu')"
Egypt,Hungary,2,"('Egypt', 'Hungary')"
Brazil,Egypt,2,"('Brazil', 'Egypt')"
Egypt,Nigeria,3,"('Egypt', 'Nigeria')"
Egypt,Malaysia,2,"('Egypt', 'Malaysia')"
Egypt,Thailand,2,"('Egypt', 'Thailand')"
Egypt,Romania,2,"('Egypt', 'Romania')"
Egypt,Marko,2,"('Egypt', 'Marko')"
Egypt,Slovenia,2,"('Egypt', 'Slovenia')"
Egypt,North Macedonia,2,"('Egypt', 'North Macedonia')"
Jian,South Korea,2,"('Jian', 'South Korea')"
Jingqiu,South Korea,2,"('Jingqiu', 'South Korea')"
Hungary,South Korea,2,"('Hungary', 'South Korea')"
Nigeria,South Korea,3,"('Nigeria', 'South Korea')"
South Korea,Thailand,2,"('South Korea', 'Thailand')"
Romania,South Korea,2,"('Romania', 'South Korea')"
Marko,South Korea,2,"('Marko', 'South Korea')"
North Macedonia,South Korea,2,"('North Macedonia', 'South Korea')"
Jian,Jingqiu,2,"('Jian', 'Jingqiu')"
Hungary,Jian,2,"('Hungary', 'Jian')"
Brazil,Jian,2,"('Brazil', 'Jian')"
Jian,Nigeria,3,"('Jian', 'Nigeria')"
Jian,Malaysia,2,"('Jian', 'Malaysia')"
Jian,Thailand,2,"('Jian', 'Thailand')"
Jian,Romania,2,"('Jian', 'Romania')"
Jian,Marko,2,"('Jian', 'Marko')"
Jian,Slovenia,2,"('Jian', 'Slovenia')"
Jian,North Macedonia,2,"('Jian', 'North Macedonia')"
Hungary,Jingqiu,2,"('Hungary', 'Jingqiu')"
Brazil,Jingqiu,2,"('Brazil', 'Jingqiu')"
Jingqiu,Nigeria,3,"('Jingqiu', 'Nigeria')"
Jingqiu,Malaysia,2,"('Jingqiu', 'Malaysia')"
Jingqiu,Thailand,2,"('Jingqiu', 'Thailand')"
Jingqiu,Romania,2,"('Jingqiu', 'Romania')"
Jingqiu,Marko,2,"('Jingqiu', 'Marko')"
Jingqiu,Slovenia,2,"('Jingqiu', 'Slovenia')"
Jingqiu,North Macedonia,2,"('Jingqiu', 'North Macedonia')"
Brazil,Hungary,2,"('Brazil', 'Hungary')"
Hungary,Nigeria,3,"('Hungary', 'Nigeria')"
Hungary,Malaysia,2,"('Hungary', 'Malaysia')"
Hungary,Thailand,2,"('Hungary', 'Thailand')"
Hungary,Romania,2,"('Hungary', 'Romania')"
Hungary,Marko,2,"('Hungary', 'Marko')"
Hungary,North Macedonia,2,"('Hungary', 'North Macedonia')"
Brazil,Nigeria,3,"('Brazil', 'Nigeria')"
Brazil,Thailand,2,"('Brazil', 'Thailand')"
Brazil,Romania,2,"('Brazil', 'Romania')"
Brazil,Marko,2,"('Brazil', 'Marko')"
Brazil,North Macedonia,2,"('Brazil', 'North Macedonia')"
Malaysia,Nigeria,3,"('Malaysia', 'Nigeria')"
Nigeria,Thailand,3,"('Nigeria', 'Thailand')"
Nigeria,Romania,3,"('Nigeria', 'Romania')"
Marko,Nigeria,3,"('Marko', 'Nigeria')"
Nigeria,Slovenia,3,"('Nigeria', 'Slovenia')"
Nigeria,North Macedonia,3,"('Nigeria', 'North Macedonia')"
Malaysia,Thailand,2,"('Malaysia', 'Thailand')"
Malaysia,Romania,2,"('Malaysia', 'Romania')"
Malaysia,Marko,2,"('Malaysia', 'Marko')"
Malaysia,North Macedonia,2,"('Malaysia', 'North Macedonia')"
Romania,Thailand,2,"('Romania', 'Thailand')"
Marko,Thailand,2,"('Marko', 'Thailand')"
Slovenia,Thailand,2,"('Slovenia', 'Thailand')"
North Macedonia,Thailand,2,"('North Macedonia', 'Thailand')"
Marko,Romania,2,"('Marko', 'Romania')"
Romania,Slovenia,2,"('Romania', 'Slovenia')"
North Macedonia,Romania,2,"('North Macedonia', 'Romania')"
Marko,Slovenia,2,"('Marko', 'Slovenia')"
Marko,North Macedonia,2,"('Marko', 'North Macedonia')"
North Macedonia,Slovenia,2,"('North Macedonia', 'Slovenia')"
Australia,Bryan,1,"('Australia', 'Bryan')"
Bryan,New Zealand,1,"('Bryan', 'New Zealand')"
New Zealand,[Huong Van Vu,1,"('New Zealand', '[Huong Van Vu')"
Vietnam,[Huong Van Vu,3,"('Vietnam', '[Huong Van Vu')"
Vietnam,Vietnam,4,"('Vietnam', 'Vietnam')"
Spain,Stefan,3,"('Spain', 'Stefan')"
Esben Rahbek Gjerdrum,Wencke,1,"('Esben Rahbek Gjerdrum', 'Wencke')"
Denmark,Wencke,1,"('Denmark', 'Wencke')"
Italy,Nazim,1,"('Italy', 'Nazim')"
Nazim,Netherlands,1,"('Nazim', 'Netherlands')"
Federica,UK,3,"('Federica', 'UK')"
Juelin,Peoples R China,1,"('Juelin', 'Peoples R China')"
Juelin,USA,1,"('Juelin', 'USA')"
Philipp,Spain,6,"('Philipp', 'Spain')"
Philipp,Philipp,1,"('Philipp', 'Philipp')"
Peoples R China,Xin,8,"('Peoples R China', 'Xin')"
Germany,Katharina,2,"('Germany', 'Katharina')"
Giovanni,Maria,1,"('Giovanni', 'Maria')"
Italy,Maria,2,"('Italy', 'Maria')"
Maria,Netherlands,1,"('Maria', 'Netherlands')"
Giovanni,Netherlands,1,"('Giovanni', 'Netherlands')"
Arifur,Mohammad Badrul,1,"('Arifur', 'Mohammad Badrul')"
Australia,Mohammad Badrul,1,"('Australia', 'Mohammad Badrul')"
Jun,Peoples R China,1,"('Jun', 'Peoples R China')"
Guangming,Peoples R China,8,"('Guangming', 'Peoples R China')"
Babatunde,Madelynn,1,"('Babatunde', 'Madelynn')"
Babatunde,Canada,1,"('Babatunde', 'Canada')"
Canada,Madelynn,2,"('Canada', 'Madelynn')"
Katrin,Switzerland,2,"('Katrin', 'Switzerland')"
Jiawei Sophia,Michelle,1,"('Jiawei Sophia', 'Michelle')"
Jiawei Sophia,USA,1,"('Jiawei Sophia', 'USA')"
Canada,Dorothee,1,"('Canada', 'Dorothee')"
Dorothee,USA,1,"('Dorothee', 'USA')"
Anna Katharina,Austria,2,"('Anna Katharina', 'Austria')"
Anna Katharina,USA,1,"('Anna Katharina', 'USA')"
Argentina,Canada,3,"('Argentina', 'Canada')"
Argentina,UK,1,"('Argentina', 'UK')"
Breeda,France,1,"('Breeda', 'France')"
Ana,Francisco,1,"('Ana', 'Francisco')"
Ana,Spain,1,"('Ana', 'Spain')"
Lebanon,Pakistan,1,"('Lebanon', 'Pakistan')"
Diana,UK,1,"('Diana', 'UK')"
Niels,USA,2,"('Niels', 'USA')"
Niels,Peoples R China,2,"('Niels', 'Peoples R China')"
Germany,Niels,3,"('Germany', 'Niels')"
Netherlands,Niels,2,"('Netherlands', 'Niels')"
Niels,UK,1,"('Niels', 'UK')"
Barbara,Stacey,1,"('Barbara', 'Stacey')"
Netherlands,Stacey,2,"('Netherlands', 'Stacey')"
Stacey,UK,1,"('Stacey', 'UK')"
Barbara,UK,1,"('Barbara', 'UK')"
Belgium,Saar,1,"('Belgium', 'Saar')"
Leanne,Trevor,1,"('Leanne', 'Trevor')"
Australia,Leanne,1,"('Australia', 'Leanne')"
Australia,Trevor,1,"('Australia', 'Trevor')"
France,Yohan,2,"('France', 'Yohan')"
Dayuan,Min,1,"('Dayuan', 'Min')"
Dayuan,Shenggang,1,"('Dayuan', 'Shenggang')"
Dayuan,Peoples R China,4,"('Dayuan', 'Peoples R China')"
Dayuan,UK,1,"('Dayuan', 'UK')"
Min,Shenggang,1,"('Min', 'Shenggang')"
Min,UK,1,"('Min', 'UK')"
Peoples R China,Shenggang,4,"('Peoples R China', 'Shenggang')"
Shenggang,UK,2,"('Shenggang', 'UK')"
Juhyun,Kathleen,1,"('Juhyun', 'Kathleen')"
Australia,Juhyun,1,"('Australia', 'Juhyun')"
Canada,Juhyun,1,"('Canada', 'Juhyun')"
Australia,Kathleen,2,"('Australia', 'Kathleen')"
Canada,Kathleen,2,"('Canada', 'Kathleen')"
Andriyawan,Australia,3,"('Andriyawan', 'Australia')"
Andriyawan,Malaysia,1,"('Andriyawan', 'Malaysia')"
Peoples R China,Sweden,1,"('Peoples R China', 'Sweden')"
France,Moritz,1,"('France', 'Moritz')"
Egypt,UK,21,"('Egypt', 'UK')"
Saudi Arabia,UK,7,"('Saudi Arabia', 'UK')"
Amr,UK,1,"('Amr', 'UK')"
Egypt,Saudi Arabia,4,"('Egypt', 'Saudi Arabia')"
Amr,Egypt,2,"('Amr', 'Egypt')"
Amr,Saudi Arabia,1,"('Amr', 'Saudi Arabia')"
Dirk,Jan,1,"('Dirk', 'Jan')"
Dirk,Netherlands,2,"('Dirk', 'Netherlands')"
Jan,Netherlands,1,"('Jan', 'Netherlands')"
France,Teri Elkins,1,"('France', 'Teri Elkins')"
Teri Elkins,USA,1,"('Teri Elkins', 'USA')"
Australia,Peipei,1,"('Australia', 'Peipei')"
Canada,Jimmy,1,"('Canada', 'Jimmy')"
Jimmy,Singapore,1,"('Jimmy', 'Singapore')"
Jimmy,USA,1,"('Jimmy', 'USA')"
Tianni,USA,2,"('Tianni', 'USA')"
USA,Zaili,2,"('USA', 'Zaili')"
Canada,Tianni,2,"('Canada', 'Tianni')"
Tianni,Zaili,1,"('Tianni', 'Zaili')"
Tianni,UK,2,"('Tianni', 'UK')"
Peoples R China,Tianni,1,"('Peoples R China', 'Tianni')"
South Korea,Tianni,1,"('South Korea', 'Tianni')"
Canada,Zaili,2,"('Canada', 'Zaili')"
UK,Zaili,2,"('UK', 'Zaili')"
Peoples R China,Zaili,1,"('Peoples R China', 'Zaili')"
South Korea,Zaili,1,"('South Korea', 'Zaili')"
Clinton,Paul,1,"('Clinton', 'Paul')"
Paul,Radzi,1,"('Paul', 'Radzi')"
Australia,Paul,2,"('Australia', 'Paul')"
Clinton,Radzi,1,"('Clinton', 'Radzi')"
Australia,Clinton,2,"('Australia', 'Clinton')"
Australia,Radzi,2,"('Australia', 'Radzi')"
Peoples R China,Qi-tao,2,"('Peoples R China', 'Qi-tao')"
Qi-tao,USA,2,"('Qi-tao', 'USA')"
Canada,Chantal,1,"('Canada', 'Chantal')"
Kate,Marion,1,"('Kate', 'Marion')"
Australia,Kate,4,"('Australia', 'Kate')"
Australia,Marion,1,"('Australia', 'Marion')"
Anastasia,Germany,2,"('Anastasia', 'Germany')"
Peoples R China,Wang,1,"('Peoples R China', 'Wang')"
Canada,Wang,1,"('Canada', 'Wang')"
USA,Wang,1,"('USA', 'Wang')"
Kumju,South Korea,1,"('Kumju', 'South Korea')"
Almudena,Yolanda,1,"('Almudena', 'Yolanda')"
Almudena,Spain,1,"('Almudena', 'Spain')"
Spain,Yolanda,1,"('Spain', 'Yolanda')"
Meri,Veronica,1,"('Meri', 'Veronica')"
Finland,Veronica,2,"('Finland', 'Veronica')"
Nitika,Spain,1,"('Nitika', 'Spain')"
Australia,Nitika,1,"('Australia', 'Nitika')"
Nitika,USA,1,"('Nitika', 'USA')"
Jie,Peoples R China,2,"('Jie', 'Peoples R China')"
Adriaan,Madelijne,1,"('Adriaan', 'Madelijne')"
Madelijne,Netherlands,1,"('Madelijne', 'Netherlands')"
Adriaan,Netherlands,1,"('Adriaan', 'Netherlands')"
Elena,UK,2,"('Elena', 'UK')"
Elena,Mehmet,1,"('Elena', 'Mehmet')"
Mehmet,UK,2,"('Mehmet', 'UK')"
Italy,Tiziana,2,"('Italy', 'Tiziana')"
Mingzhi,Victor,1,"('Mingzhi', 'Victor')"
Canada,Victor,2,"('Canada', 'Victor')"
Canada,Mingzhi,2,"('Canada', 'Mingzhi')"
Japan,Japan,1,"('Japan', 'Japan')"
Canada,Melanie,1,"('Canada', 'Melanie')"
Carolina Serrano,Emmanuelle,1,"('Carolina Serrano', 'Emmanuelle')"
Carolina Serrano,France,1,"('Carolina Serrano', 'France')"
Carolina Serrano,Saudi Arabia,1,"('Carolina Serrano', 'Saudi Arabia')"
Emmanuelle,France,1,"('Emmanuelle', 'France')"
Emmanuelle,Saudi Arabia,1,"('Emmanuelle', 'Saudi Arabia')"
France,Saudi Arabia,2,"('France', 'Saudi Arabia')"
Bindu,Palvi,1,"('Bindu', 'Palvi')"
India,Palvi,1,"('India', 'Palvi')"
Bindu,India,1,"('Bindu', 'India')"
Amal,France,1,"('Amal', 'France')"
Chaminda,Rahat,1,"('Chaminda', 'Rahat')"
Australia,Chaminda,1,"('Australia', 'Chaminda')"
Australia,Rahat,1,"('Australia', 'Rahat')"
Ben,UK,1,"('Ben', 'UK')"
Pritam,USA,1,"('Pritam', 'USA')"
Cameroon,USA,1,"('Cameroon', 'USA')"
Pritam,UK,1,"('Pritam', 'UK')"
Cameroon,Pritam,1,"('Cameroon', 'Pritam')"
Cameroon,UK,1,"('Cameroon', 'UK')"
Peoples R China,Xue,3,"('Peoples R China', 'Xue')"
Austria,Susanne,1,"('Austria', 'Susanne')"
Australia,Mahesh,2,"('Australia', 'Mahesh')"
India,Mahesh,1,"('India', 'Mahesh')"
Australia,Pat,2,"('Australia', 'Pat')"
Canada,Wally,2,"('Canada', 'Wally')"
Germany,Wally,1,"('Germany', 'Wally')"
Sophie,USA,1,"('Sophie', 'USA')"
Chun Keung,USA,2,"('Chun Keung', 'USA')"
Shaik Mahmood,South Africa,2,"('Shaik Mahmood', 'South Africa')"
Christiane Marie,Sophie Esmann,1,"('Christiane Marie', 'Sophie Esmann')"
Christiane Marie,Denmark,1,"('Christiane Marie', 'Denmark')"
Denmark,Sophie Esmann,1,"('Denmark', 'Sophie Esmann')"
Axel,Germany,1,"('Axel', 'Germany')"
Axel,New Zealand,1,"('Axel', 'New Zealand')"
Australia,Vijaya,1,"('Australia', 'Vijaya')"
Germany,Indonesia,1,"('Germany', 'Indonesia')"
Barbara,Portugal,1,"('Barbara', 'Portugal')"
Barbara,Switzerland,1,"('Barbara', 'Switzerland')"
Barbara,Spain,2,"('Barbara', 'Spain')"
Lavanya,Malaysia,1,"('Lavanya', 'Malaysia')"
Australia,Lavanya,1,"('Australia', 'Lavanya')"
Germany,Johannes,1,"('Germany', 'Johannes')"
Australia,Hwee Ping,2,"('Australia', 'Hwee Ping')"
Canada,Christian,2,"('Canada', 'Christian')"
Christian,Gregor,1,"('Christian', 'Gregor')"
Canada,Gregor,2,"('Canada', 'Gregor')"
Saoure,USA,2,"('Saoure', 'USA')"
Gokhan,USA,2,"('Gokhan', 'USA')"
Gokhan,Saoure,1,"('Gokhan', 'Saoure')"
Canada,Saoure,2,"('Canada', 'Saoure')"
Canada,Gokhan,2,"('Canada', 'Gokhan')"
Germany,Leon,2,"('Germany', 'Leon')"
Leon,USA,2,"('Leon', 'USA')"
Leon,Switzerland,1,"('Leon', 'Switzerland')"
Claudia,Seongtae,1,"('Claudia', 'Seongtae')"
Seongtae,UK,1,"('Seongtae', 'UK')"
Claudia,UK,1,"('Claudia', 'UK')"
Taiwan,Yi-Ching,3,"('Taiwan', 'Yi-Ching')"
Hung-Chang,Yi-Ching,1,"('Hung-Chang', 'Yi-Ching')"
Hung-Chang,Taiwan,3,"('Hung-Chang', 'Taiwan')"
So Young,USA,1,"('So Young', 'USA')"
Australia,Rob,3,"('Australia', 'Rob')"
Claudius,Germany,2,"('Claudius', 'Germany')"
Ken,UK,1,"('Ken', 'UK')"
Jorge,Pablo,1,"('Jorge', 'Pablo')"
Jorge,Spain,2,"('Jorge', 'Spain')"
Carlos,Mexico,1,"('Carlos', 'Mexico')"
Argentina,France,5,"('Argentina', 'France')"
UK,Valerio,2,"('UK', 'Valerio')"
Roberta,Valerio,1,"('Roberta', 'Valerio')"
Italy,Valerio,2,"('Italy', 'Valerio')"
France,Tunisia,9,"('France', 'Tunisia')"
Morocco,Tunisia,1,"('Morocco', 'Tunisia')"
Jin-hui,Zeyue,1,"('Jin-hui', 'Zeyue')"
Jin-hui,Xue,1,"('Jin-hui', 'Xue')"
Jin-hui,Peoples R China,1,"('Jin-hui', 'Peoples R China')"
Xue,Zeyue,1,"('Xue', 'Zeyue')"
Peoples R China,Zeyue,1,"('Peoples R China', 'Zeyue')"
Mahmoud,Salvador,1,"('Mahmoud', 'Salvador')"
Salvador,UK,1,"('Salvador', 'UK')"
Mahmoud,Spain,1,"('Mahmoud', 'Spain')"
Mahmoud,UK,1,"('Mahmoud', 'UK')"
New Zealand,Patricia,3,"('New Zealand', 'Patricia')"
New Zealand,Trinidad Tobago,3,"('New Zealand', 'Trinidad Tobago')"
Patricia,Trinidad Tobago,1,"('Patricia', 'Trinidad Tobago')"
Lijing,Peoples R China,7,"('Lijing', 'Peoples R China')"
Ireland,Lijing,1,"('Ireland', 'Lijing')"
Denton,Gary,1,"('Denton', 'Gary')"
Denton,USA,2,"('Denton', 'USA')"
USA,Xinmei,1,"('USA', 'Xinmei')"
Australia,Dimitria,3,"('Australia', 'Dimitria')"
Peoples R China,Zhen,2,"('Peoples R China', 'Zhen')"
Singapore,Zhen,1,"('Singapore', 'Zhen')"
Maiju,Pia,1,"('Maiju', 'Pia')"
Maiju,Netherlands,1,"('Maiju', 'Netherlands')"
Mari,Pia,1,"('Mari', 'Pia')"
Mari,Netherlands,2,"('Mari', 'Netherlands')"
Finland,Pia,2,"('Finland', 'Pia')"
Netherlands,Pia,1,"('Netherlands', 'Pia')"
Manuela,USA,1,"('Manuela', 'USA')"
Manuela,Marlene,1,"('Manuela', 'Marlene')"
Manuela,Svenja,1,"('Manuela', 'Svenja')"
Jan,Manuela,1,"('Jan', 'Manuela')"
Germany,Manuela,1,"('Germany', 'Manuela')"
Marlene,USA,1,"('Marlene', 'USA')"
Svenja,USA,1,"('Svenja', 'USA')"
Jan,USA,1,"('Jan', 'USA')"
