Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij
Jianhong,Netherlands,1,"('Jianhong', 'Netherlands')",2,475,0.001052632
Mieke,Netherlands,2,"('Mieke', 'Netherlands')",1,475,0.008421053
Beatrice,Netherlands,2,"('Beatrice', 'Netherlands')",1,475,0.008421053
Francesca,Netherlands,1,"('Francesca', 'Netherlands')",1,475,0.002105263
Maxim,Netherlands,1,"('Maxim', 'Netherlands')",2,475,0.001052632
Gunter,Netherlands,1,"('Gunter', 'Netherlands')",1,475,0.002105263
Mandi,Netherlands,1,"('Mandi', 'Netherlands')",1,475,0.002105263
Juliana Guedes,Netherlands,1,"('Juliana Guedes', 'Netherlands')",1,475,0.002105263
Melanie,Netherlands,1,"('Melanie', 'Netherlands')",2,475,0.001052632
Anne Leonore,Netherlands,3,"('Anne Leonore', 'Netherlands')",1,475,0.018947368
Chris Reinders,Netherlands,3,"('Chris Reinders', 'Netherlands')",1,475,0.018947368
Elke Hindina,Netherlands,3,"('Elke Hindina', 'Netherlands')",1,475,0.018947368
Malouke Esra,Netherlands,3,"('Malouke Esra', 'Netherlands')",1,475,0.018947368
Emmeke Barbara,Netherlands,3,"('Emmeke Barbara', 'Netherlands')",1,475,0.018947368
Gabriela,Netherlands,3,"('Gabriela', 'Netherlands')",1,475,0.018947368
Monique,Netherlands,6,"('Monique', 'Netherlands')",2,475,0.037894737
Gloria Xiaocheng,Netherlands,1,"('Gloria Xiaocheng', 'Netherlands')",1,475,0.002105263
Manon,Netherlands,2,"('Manon', 'Netherlands')",1,475,0.008421053
Denmark,Estonia,1,"('Denmark', 'Estonia')",127,13,0.000605694
Australia,Estonia,7,"('Australia', 'Estonia')",853,13,0.004418793
Canada,Estonia,7,"('Canada', 'Estonia')",1030,13,0.003659447
Brazil,Estonia,4,"('Brazil', 'Estonia')",71,13,0.017334778
Croatia,Estonia,2,"('Croatia', 'Estonia')",6,13,0.051282051
Austria,Estonia,2,"('Austria', 'Estonia')",58,13,0.00530504
Estonia,Estonia,1,"('Estonia', 'Estonia')",13,13,0.00591716
Colombia,Estonia,2,"('Colombia', 'Estonia')",17,13,0.018099548
Denmark,Germany,14,"('Denmark', 'Germany')",127,428,0.003605858
Australia,Germany,34,"('Australia', 'Germany')",853,428,0.003166395
Canada,Germany,26,"('Canada', 'Germany')",1030,428,0.001533436
Brazil,Germany,2,"('Brazil', 'Germany')",71,428,0.000131631
Belgium,Germany,9,"('Belgium', 'Germany')",208,428,0.000909867
Germany,Germany,153,"('Germany', 'Germany')",428,428,0.127789545
Finland,Germany,6,"('Finland', 'Germany')",163,428,0.000516025
France,Germany,32,"('France', 'Germany')",593,428,0.004034609
Croatia,Germany,1,"('Croatia', 'Germany')",6,428,0.000389408
Austria,Germany,12,"('Austria', 'Germany')",58,428,0.005800838
Estonia,Germany,1,"('Estonia', 'Germany')",13,428,0.000179727
David,Germany,3,"('David', 'Germany')",29,428,0.000725105
Alexandro,Germany,1,"('Alexandro', 'Germany')",1,428,0.002336449
Daniel,Germany,1,"('Daniel', 'Germany')",9,428,0.000259605
Eva,Germany,1,"('Eva', 'Germany')",5,428,0.00046729
Ariane Berthoin,Germany,1,"('Ariane Berthoin', 'Germany')",1,428,0.002336449
Colombia,Germany,2,"('Colombia', 'Germany')",17,428,0.000549753
Christian,Germany,3,"('Christian', 'Germany')",6,428,0.003504673
Felix,Germany,2,"('Felix', 'Germany')",5,428,0.001869159
Andranik,Germany,1,"('Andranik', 'Germany')",1,428,0.002336449
Andre,Germany,1,"('Andre', 'Germany')",3,428,0.000778816
Federica,Germany,1,"('Federica', 'Germany')",3,428,0.000778816
Denise,Germany,5,"('Denise', 'Germany')",5,428,0.011682243
Bjoern,Germany,1,"('Bjoern', 'Germany')",2,428,0.001168224
Antoinette,Germany,1,"('Antoinette', 'Germany')",2,428,0.001168224
Alina S. Hernandez,Germany,8,"('Alina S. Hernandez', 'Germany')",4,428,0.037383178
Anne,Germany,2,"('Anne', 'Germany')",5,428,0.001869159
Alexander,Germany,1,"('Alexander', 'Germany')",5,428,0.00046729
Czech Republic,Germany,1,"('Czech Republic', 'Germany')",8,428,0.000292056
Carolin,Germany,2,"('Carolin', 'Germany')",2,428,0.004672897
Dominik,Germany,1,"('Dominik', 'Germany')",1,428,0.002336449
Anna Katharina,Germany,1,"('Anna Katharina', 'Germany')",2,428,0.001168224
Anastasia,Germany,2,"('Anastasia', 'Germany')",3,428,0.003115265
Axel,Germany,1,"('Axel', 'Germany')",1,428,0.002336449
Claudius,Germany,2,"('Claudius', 'Germany')",1,428,0.009345794
Cormac,Germany,1,"('Cormac', 'Germany')",1,428,0.002336449
Andreas,Germany,6,"('Andreas', 'Germany')",7,428,0.012016021
Bernd,Germany,1,"('Bernd', 'Germany')",1,428,0.002336449
Dominika,Germany,2,"('Dominika', 'Germany')",1,428,0.009345794
Achim,Germany,1,"('Achim', 'Germany')",1,428,0.002336449
Eva-Maria,Germany,1,"('Eva-Maria', 'Germany')",1,428,0.002336449
Armin Pircher,Germany,2,"('Armin Pircher', 'Germany')",2,428,0.004672897
Adeline,Germany,1,"('Adeline', 'Germany')",1,428,0.002336449
Christoph,Germany,1,"('Christoph', 'Germany')",1,428,0.002336449
Birte,Germany,2,"('Birte', 'Germany')",1,428,0.009345794
Armenia,Germany,1,"('Armenia', 'Germany')",1,428,0.002336449
Corinna,Germany,2,"('Corinna', 'Germany')",1,428,0.009345794
Catharina,Germany,1,"('Catharina', 'Germany')",1,428,0.002336449
Christiana,Germany,2,"('Christiana', 'Germany')",1,428,0.009345794
Friederike Sophie,Germany,1,"('Friederike Sophie', 'Germany')",1,428,0.002336449
Agnes,Germany,1,"('Agnes', 'Germany')",1,428,0.002336449
Anna Lena,Germany,1,"('Anna Lena', 'Germany')",1,428,0.002336449
Anna-Lena,Germany,1,"('Anna-Lena', 'Germany')",1,428,0.002336449
Denmark,Taiwan,1,"('Denmark', 'Taiwan')",127,211,3.73E-05
Australia,Taiwan,9,"('Australia', 'Taiwan')",853,211,0.000450043
Saudi Arabia,Taiwan,1,"('Saudi Arabia', 'Taiwan')",19,211,0.000249439
Peoples R China,Taiwan,36,"('Peoples R China', 'Taiwan')",994,211,0.006179256
Israel,Taiwan,2,"('Israel', 'Taiwan')",57,211,0.000332585
Canada,Taiwan,12,"('Canada', 'Taiwan')",1030,211,0.000662587
Switzerland,Taiwan,2,"('Switzerland', 'Taiwan')",169,211,0.000112174
Poland,Taiwan,1,"('Poland', 'Taiwan')",13,211,0.000364564
South Africa,Taiwan,4,"('South Africa', 'Taiwan')",84,211,0.000902731
Brazil,Taiwan,8,"('Brazil', 'Taiwan')",71,211,0.004272078
Oman,Taiwan,4,"('Oman', 'Taiwan')",5,211,0.015165877
Belgium,Taiwan,4,"('Belgium', 'Taiwan')",208,211,0.000364564
Spain,Taiwan,6,"('Spain', 'Taiwan')",535,211,0.000318909
Netherlands,Taiwan,3,"('Netherlands', 'Taiwan')",475,211,8.98E-05
Russia,Taiwan,4,"('Russia', 'Taiwan')",20,211,0.003791469
Mexico,Taiwan,10,"('Mexico', 'Taiwan')",46,211,0.010302905
Germany,Taiwan,1,"('Germany', 'Taiwan')",428,211,1.11E-05
Finland,Taiwan,1,"('Finland', 'Taiwan')",163,211,2.91E-05
Taiwan,Taiwan,98,"('Taiwan', 'Taiwan')",211,211,0.215718425
Portugal,Taiwan,11,"('Portugal', 'Taiwan')",114,211,0.005030348
Malaysia,Taiwan,9,"('Malaysia', 'Taiwan')",46,211,0.008345353
Singapore,Taiwan,9,"('Singapore', 'Taiwan')",85,211,0.004516309
France,Taiwan,9,"('France', 'Taiwan')",593,211,0.000647363
Italy,Taiwan,6,"('Italy', 'Taiwan')",219,211,0.000779069
Croatia,Taiwan,2,"('Croatia', 'Taiwan')",6,211,0.003159558
South Korea,Taiwan,6,"('South Korea', 'Taiwan')",165,211,0.001034037
Japan,Taiwan,1,"('Japan', 'Taiwan')",24,211,0.000197472
New Zealand,Taiwan,3,"('New Zealand', 'Taiwan')",146,211,0.000292151
Austria,Taiwan,2,"('Austria', 'Taiwan')",58,211,0.000326851
Estonia,Taiwan,2,"('Estonia', 'Taiwan')",13,211,0.001458257
Nigeria,Taiwan,6,"('Nigeria', 'Taiwan')",16,211,0.010663507
Rong-An,Taiwan,2,"('Rong-An', 'Taiwan')",1,211,0.018957346
Ming-Tien,Taiwan,1,"('Ming-Tien', 'Taiwan')",1,211,0.004739336
Egypt,Taiwan,6,"('Egypt', 'Taiwan')",21,211,0.008124577
Kevin,Taiwan,1,"('Kevin', 'Taiwan')",6,211,0.000789889
Indonesia,Taiwan,2,"('Indonesia', 'Taiwan')",20,211,0.000947867
Hungary,Taiwan,4,"('Hungary', 'Taiwan')",9,211,0.008425487
North Macedonia,Taiwan,6,"('North Macedonia', 'Taiwan')",6,211,0.028436019
Pakistan,Taiwan,2,"('Pakistan', 'Taiwan')",47,211,0.000403348
Chia-chen,Taiwan,2,"('Chia-chen', 'Taiwan')",1,211,0.018957346
Chin-ta,Taiwan,2,"('Chin-ta', 'Taiwan')",1,211,0.018957346
Mark,Taiwan,2,"('Mark', 'Taiwan')",3,211,0.006319115
Colombia,Taiwan,2,"('Colombia', 'Taiwan')",17,211,0.001115138
Chechen,Taiwan,1,"('Chechen', 'Taiwan')",1,211,0.004739336
Hong-Nan,Taiwan,1,"('Hong-Nan', 'Taiwan')",1,211,0.004739336
Hsing-Chau,Taiwan,1,"('Hsing-Chau', 'Taiwan')",1,211,0.004739336
Hsiang-Lin,Taiwan,2,"('Hsiang-Lin', 'Taiwan')",1,211,0.018957346
Cheng-Li,Taiwan,2,"('Cheng-Li', 'Taiwan')",2,211,0.009478673
Chi-Shiun,Taiwan,3,"('Chi-Shiun', 'Taiwan')",1,211,0.042654028
Shiu-Wan,Taiwan,1,"('Shiu-Wan', 'Taiwan')",1,211,0.004739336
Hsien Chun,Taiwan,1,"('Hsien Chun', 'Taiwan')",1,211,0.004739336
I-Heng,Taiwan,1,"('I-Heng', 'Taiwan')",1,211,0.004739336
Amber Y-P,Taiwan,1,"('Amber Y-P', 'Taiwan')",1,211,0.004739336
Chieh-Yu,Taiwan,1,"('Chieh-Yu', 'Taiwan')",1,211,0.004739336
Ding-Yu,Taiwan,2,"('Ding-Yu', 'Taiwan')",1,211,0.018957346
Slovenia,Taiwan,6,"('Slovenia', 'Taiwan')",31,211,0.005503746
Chun-Hsi Vivian,Taiwan,1,"('Chun-Hsi Vivian', 'Taiwan')",1,211,0.004739336
Lithuania,Taiwan,2,"('Lithuania', 'Taiwan')",10,211,0.001895735
Paulina Man Kei,Taiwan,1,"('Paulina Man Kei', 'Taiwan')",1,211,0.004739336
Chia-Chin,Taiwan,2,"('Chia-Chin', 'Taiwan')",1,211,0.018957346
Chieh-Peng,Taiwan,1,"('Chieh-Peng', 'Taiwan')",1,211,0.004739336
Liang-Hung,Taiwan,2,"('Liang-Hung', 'Taiwan')",1,211,0.018957346
Chun-Hsiung,Taiwan,1,"('Chun-Hsiung', 'Taiwan')",1,211,0.004739336
Fidel,Taiwan,1,"('Fidel', 'Taiwan')",1,211,0.004739336
Sri Lanka,Taiwan,1,"('Sri Lanka', 'Taiwan')",1,211,0.004739336
Jingqiu,Taiwan,4,"('Jingqiu', 'Taiwan')",4,211,0.018957346
Romania,Taiwan,4,"('Romania', 'Taiwan')",8,211,0.009478673
Chun-Tuan,Taiwan,1,"('Chun-Tuan', 'Taiwan')",1,211,0.004739336
Long-Chuan,Taiwan,2,"('Long-Chuan', 'Taiwan')",1,211,0.018957346
Shun-Pin,Taiwan,2,"('Shun-Pin', 'Taiwan')",2,211,0.009478673
Pei-Chi,Taiwan,2,"('Pei-Chi', 'Taiwan')",1,211,0.018957346
Brigitte,Taiwan,4,"('Brigitte', 'Taiwan')",3,211,0.025276461
Abdulgawi Salim,Taiwan,4,"('Abdulgawi Salim', 'Taiwan')",2,211,0.037914692
Malta,Taiwan,4,"('Malta', 'Taiwan')",2,211,0.037914692
Luigina,Taiwan,4,"('Luigina', 'Taiwan')",2,211,0.037914692
Jian,Taiwan,4,"('Jian', 'Taiwan')",4,211,0.018957346
Marko,Taiwan,4,"('Marko', 'Taiwan')",2,211,0.037914692
Hung-Chang,Taiwan,3,"('Hung-Chang', 'Taiwan')",1,211,0.042654028
Kristine Velasquez,Taiwan,2,"('Kristine Velasquez', 'Taiwan')",2,211,0.009478673
Audrey,Taiwan,1,"('Audrey', 'Taiwan')",1,211,0.004739336
Jianhong,Taiwan,1,"('Jianhong', 'Taiwan')",2,211,0.002369668
Chung-wen,Taiwan,1,"('Chung-wen', 'Taiwan')",1,211,0.004739336
Hsiu-Huei,Taiwan,1,"('Hsiu-Huei', 'Taiwan')",1,211,0.004739336
Denmark,New Zealand,2,"('Denmark', 'New Zealand')",127,146,0.000215726
Australia,New Zealand,34,"('Australia', 'New Zealand')",853,146,0.009282307
Kathryn,New Zealand,1,"('Kathryn', 'New Zealand')",3,146,0.002283105
Israel,New Zealand,2,"('Israel', 'New Zealand')",57,146,0.000480654
Canada,New Zealand,15,"('Canada', 'New Zealand')",1030,146,0.00149621
Brazil,New Zealand,5,"('Brazil', 'New Zealand')",71,146,0.002411731
Netherlands,New Zealand,6,"('Netherlands', 'New Zealand')",475,146,0.000519106
Mexico,New Zealand,2,"('Mexico', 'New Zealand')",46,146,0.000595593
Germany,New Zealand,4,"('Germany', 'New Zealand')",428,146,0.000256049
Finland,New Zealand,3,"('Finland', 'New Zealand')",163,146,0.000378183
Malaysia,New Zealand,6,"('Malaysia', 'New Zealand')",46,146,0.005360334
France,New Zealand,11,"('France', 'New Zealand')",593,146,0.001397584
Italy,New Zealand,2,"('Italy', 'New Zealand')",219,146,0.000125102
Croatia,New Zealand,2,"('Croatia', 'New Zealand')",6,146,0.00456621
New Zealand,New Zealand,27,"('New Zealand', 'New Zealand')",146,146,0.034199662
Austria,New Zealand,2,"('Austria', 'New Zealand')",58,146,0.000472367
Estonia,New Zealand,2,"('Estonia', 'New Zealand')",13,146,0.002107482
George,New Zealand,1,"('George', 'New Zealand')",6,146,0.001141553
David,New Zealand,1,"('David', 'New Zealand')",29,146,0.000236183
John,New Zealand,1,"('John', 'New Zealand')",10,146,0.000684932
Egypt,New Zealand,2,"('Egypt', 'New Zealand')",21,146,0.001304631
Indonesia,New Zealand,2,"('Indonesia', 'New Zealand')",20,146,0.001369863
Lebanon,New Zealand,1,"('Lebanon', 'New Zealand')",39,146,0.000175623
Eva,New Zealand,1,"('Eva', 'New Zealand')",5,146,0.001369863
Farai,New Zealand,1,"('Farai', 'New Zealand')",1,146,0.006849315
Gregory,New Zealand,1,"('Gregory', 'New Zealand')",5,146,0.001369863
Colombia,New Zealand,2,"('Colombia', 'New Zealand')",17,146,0.001611604
Felix,New Zealand,3,"('Felix', 'New Zealand')",5,146,0.012328767
Chellie,New Zealand,3,"('Chellie', 'New Zealand')",2,146,0.030821918
Ljiljana,New Zealand,1,"('Ljiljana', 'New Zealand')",1,146,0.006849315
Manuka,New Zealand,1,"('Manuka', 'New Zealand')",1,146,0.006849315
Karl,New Zealand,1,"('Karl', 'New Zealand')",1,146,0.006849315
Haina,New Zealand,1,"('Haina', 'New Zealand')",1,146,0.006849315
Lithuania,New Zealand,2,"('Lithuania', 'New Zealand')",10,146,0.002739726
Lijijana,New Zealand,2,"('Lijijana', 'New Zealand')",1,146,0.02739726
Kirsten,New Zealand,2,"('Kirsten', 'New Zealand')",1,146,0.02739726
Lisa,New Zealand,2,"('Lisa', 'New Zealand')",5,146,0.005479452
Ali,New Zealand,1,"('Ali', 'New Zealand')",1,146,0.006849315
Frank,New Zealand,1,"('Frank', 'New Zealand')",1,146,0.006849315
Krishna,New Zealand,1,"('Krishna', 'New Zealand')",1,146,0.006849315
Bryan,New Zealand,1,"('Bryan', 'New Zealand')",2,146,0.003424658
Axel,New Zealand,1,"('Axel', 'New Zealand')",1,146,0.006849315
Gabriel,New Zealand,1,"('Gabriel', 'New Zealand')",1,146,0.006849315
Marie-Aude,New Zealand,1,"('Marie-Aude', 'New Zealand')",1,146,0.006849315
Alaa Mansour,New Zealand,1,"('Alaa Mansour', 'New Zealand')",2,146,0.003424658
Mohammed,New Zealand,1,"('Mohammed', 'New Zealand')",2,146,0.003424658
Marjolein,New Zealand,2,"('Marjolein', 'New Zealand')",1,146,0.02739726
Gerson Francis,New Zealand,1,"('Gerson Francis', 'New Zealand')",1,146,0.006849315
Edwina,New Zealand,2,"('Edwina', 'New Zealand')",1,146,0.02739726
Marilyn,New Zealand,1,"('Marilyn', 'New Zealand')",1,146,0.006849315
Jamie,New Zealand,2,"('Jamie', 'New Zealand')",1,146,0.02739726
Denmark,Pakistan,2,"('Denmark', 'Pakistan')",127,47,0.000670129
Australia,Pakistan,7,"('Australia', 'Pakistan')",853,47,0.001222219
Israel,Pakistan,2,"('Israel', 'Pakistan')",57,47,0.001493094
Canada,Pakistan,19,"('Canada', 'Pakistan')",1030,47,0.007457137
Brazil,Pakistan,4,"('Brazil', 'Pakistan')",71,47,0.004794726
Ireland,Pakistan,1,"('Ireland', 'Pakistan')",73,47,0.00029146
Netherlands,Pakistan,4,"('Netherlands', 'Pakistan')",475,47,0.000716685
Mexico,Pakistan,3,"('Mexico', 'Pakistan')",46,47,0.004162812
Germany,Pakistan,2,"('Germany', 'Pakistan')",428,47,0.000198847
Finland,Pakistan,2,"('Finland', 'Pakistan')",163,47,0.000522125
Malaysia,Pakistan,2,"('Malaysia', 'Pakistan')",46,47,0.001850139
France,Pakistan,12,"('France', 'Pakistan')",593,47,0.005166661
Italy,Pakistan,2,"('Italy', 'Pakistan')",219,47,0.000388614
Croatia,Pakistan,2,"('Croatia', 'Pakistan')",6,47,0.014184397
Japan,Pakistan,1,"('Japan', 'Pakistan')",24,47,0.000886525
New Zealand,Pakistan,2,"('New Zealand', 'Pakistan')",146,47,0.00058292
Austria,Pakistan,2,"('Austria', 'Pakistan')",58,47,0.001467351
Estonia,Pakistan,2,"('Estonia', 'Pakistan')",13,47,0.006546645
Jordan,Pakistan,1,"('Jordan', 'Pakistan')",9,47,0.002364066
Lebanon,Pakistan,1,"('Lebanon', 'Pakistan')",39,47,0.000545554
Pakistan,Pakistan,15,"('Pakistan', 'Pakistan')",47,47,0.101856043
Colombia,Pakistan,2,"('Colombia', 'Pakistan')",17,47,0.005006258
Amal,Pakistan,1,"('Amal', 'Pakistan')",3,47,0.007092199
Lithuania,Pakistan,2,"('Lithuania', 'Pakistan')",10,47,0.008510638
Mirella,Pakistan,1,"('Mirella', 'Pakistan')",1,47,0.021276596
Ali Iftikhar,Pakistan,1,"('Ali Iftikhar', 'Pakistan')",1,47,0.021276596
Fidel,Pakistan,1,"('Fidel', 'Pakistan')",1,47,0.021276596
Aamir Firoz,Pakistan,1,"('Aamir Firoz', 'Pakistan')",1,47,0.021276596
Muhammad,Pakistan,6,"('Muhammad', 'Pakistan')",4,47,0.191489362
Marann,Pakistan,1,"('Marann', 'Pakistan')",1,47,0.021276596
Ghulam,Pakistan,2,"('Ghulam', 'Pakistan')",1,47,0.085106383
Morocco,Pakistan,2,"('Morocco', 'Pakistan')",6,47,0.014184397
Jawad,Pakistan,1,"('Jawad', 'Pakistan')",1,47,0.021276596
Armenia,Pakistan,1,"('Armenia', 'Pakistan')",1,47,0.021276596
Denmark,Lithuania,1,"('Denmark', 'Lithuania')",127,10,0.000787402
Australia,Lithuania,7,"('Australia', 'Lithuania')",853,10,0.005744431
Israel,Lithuania,2,"('Israel', 'Lithuania')",57,10,0.007017544
Canada,Lithuania,7,"('Canada', 'Lithuania')",1030,10,0.004757282
Brazil,Lithuania,4,"('Brazil', 'Lithuania')",71,10,0.022535211
Germany,Lithuania,3,"('Germany', 'Lithuania')",428,10,0.002102804
Finland,Lithuania,5,"('Finland', 'Lithuania')",163,10,0.015337423
France,Lithuania,2,"('France', 'Lithuania')",593,10,0.000674536
Italy,Lithuania,2,"('Italy', 'Lithuania')",219,10,0.001826484
Croatia,Lithuania,2,"('Croatia', 'Lithuania')",6,10,0.066666667
Japan,Lithuania,1,"('Japan', 'Lithuania')",24,10,0.004166667
Austria,Lithuania,2,"('Austria', 'Lithuania')",58,10,0.006896552
Estonia,Lithuania,2,"('Estonia', 'Lithuania')",13,10,0.030769231
Anna-Maija,Lithuania,1,"('Anna-Maija', 'Lithuania')",4,10,0.025
Colombia,Lithuania,2,"('Colombia', 'Lithuania')",17,10,0.023529412
Lithuania,Lithuania,2,"('Lithuania', 'Lithuania')",10,10,0.04
Fidel,Lithuania,1,"('Fidel', 'Lithuania')",1,10,0.1
Denmark,Mexico,2,"('Denmark', 'Mexico')",127,46,0.000684697
Australia,Mexico,7,"('Australia', 'Mexico')",853,46,0.001248789
Israel,Mexico,2,"('Israel', 'Mexico')",57,46,0.001525553
Canada,Mexico,24,"('Canada', 'Mexico')",1030,46,0.012157028
Brazil,Mexico,8,"('Brazil', 'Mexico')",71,46,0.019595836
Belgium,Mexico,5,"('Belgium', 'Mexico')",208,46,0.002612876
Ireland,Mexico,1,"('Ireland', 'Mexico')",73,46,0.000297796
Mexico,Mexico,5,"('Mexico', 'Mexico')",46,46,0.011814745
Germany,Mexico,2,"('Germany', 'Mexico')",428,46,0.000203169
Finland,Mexico,1,"('Finland', 'Mexico')",163,46,0.000133369
Malaysia,Mexico,6,"('Malaysia', 'Mexico')",46,46,0.017013233
France,Mexico,8,"('France', 'Mexico')",593,46,0.002346213
Italy,Mexico,6,"('Italy', 'Mexico')",219,46,0.003573556
Croatia,Mexico,2,"('Croatia', 'Mexico')",6,46,0.014492754
Japan,Mexico,1,"('Japan', 'Mexico')",24,46,0.000905797
Austria,Mexico,2,"('Austria', 'Mexico')",58,46,0.00149925
Argentina,Mexico,1,"('Argentina', 'Mexico')",12,46,0.001811594
Estonia,Mexico,2,"('Estonia', 'Mexico')",13,46,0.006688963
Egypt,Mexico,4,"('Egypt', 'Mexico')",21,46,0.016563147
Enrique,Mexico,1,"('Enrique', 'Mexico')",3,46,0.007246377
Hungary,Mexico,4,"('Hungary', 'Mexico')",9,46,0.038647343
Jose,Mexico,1,"('Jose', 'Mexico')",7,46,0.00310559
Colombia,Mexico,3,"('Colombia', 'Mexico')",17,46,0.011508951
Diana,Mexico,1,"('Diana', 'Mexico')",3,46,0.007246377
Felix,Mexico,1,"('Felix', 'Mexico')",5,46,0.004347826
Lithuania,Mexico,2,"('Lithuania', 'Mexico')",10,46,0.008695652
Fidel,Mexico,1,"('Fidel', 'Mexico')",1,46,0.02173913
Jordi,Mexico,1,"('Jordi', 'Mexico')",2,46,0.010869565
Jingqiu,Mexico,4,"('Jingqiu', 'Mexico')",4,46,0.086956522
Angelica,Mexico,1,"('Angelica', 'Mexico')",1,46,0.02173913
Carlos,Mexico,1,"('Carlos', 'Mexico')",3,46,0.007246377
Cristina,Mexico,1,"('Cristina', 'Mexico')",3,46,0.007246377
Joaquin,Mexico,1,"('Joaquin', 'Mexico')",1,46,0.02173913
Brigitte,Mexico,4,"('Brigitte', 'Mexico')",3,46,0.115942029
Abdulgawi Salim,Mexico,4,"('Abdulgawi Salim', 'Mexico')",2,46,0.173913043
Malta,Mexico,4,"('Malta', 'Mexico')",2,46,0.173913043
Luigina,Mexico,4,"('Luigina', 'Mexico')",2,46,0.173913043
Jian,Mexico,4,"('Jian', 'Mexico')",4,46,0.086956522
Marko,Mexico,4,"('Marko', 'Mexico')",2,46,0.173913043
Ajnesh,Mexico,1,"('Ajnesh', 'Mexico')",1,46,0.02173913
Dalia,Mexico,1,"('Dalia', 'Mexico')",1,46,0.02173913
Denmark,Portugal,2,"('Denmark', 'Portugal')",127,114,0.000276281
Australia,Portugal,26,"('Australia', 'Portugal')",853,114,0.006951729
Peoples R China,Portugal,24,"('Peoples R China', 'Portugal')",994,114,0.00508313
Israel,Portugal,3,"('Israel', 'Portugal')",57,114,0.001385042
Canada,Portugal,22,"('Canada', 'Portugal')",1030,114,0.004121955
Brazil,Portugal,23,"('Brazil', 'Portugal')",71,114,0.065357055
Oman,Portugal,4,"('Oman', 'Portugal')",5,114,0.028070175
Belgium,Portugal,4,"('Belgium', 'Portugal')",208,114,0.000674764
Netherlands,Portugal,6,"('Netherlands', 'Portugal')",475,114,0.00066482
Mexico,Portugal,11,"('Mexico', 'Portugal')",46,114,0.023073989
Germany,Portugal,1,"('Germany', 'Portugal')",428,114,2.05E-05
Finland,Portugal,1,"('Finland', 'Portugal')",163,114,5.38E-05
Portugal,Portugal,80,"('Portugal', 'Portugal')",114,114,0.492459218
Malaysia,Portugal,7,"('Malaysia', 'Portugal')",46,114,0.009344012
France,Portugal,14,"('France', 'Portugal')",593,114,0.002899323
Italy,Portugal,14,"('Italy', 'Portugal')",219,114,0.007850677
Croatia,Portugal,3,"('Croatia', 'Portugal')",6,114,0.013157895
Japan,Portugal,2,"('Japan', 'Portugal')",24,114,0.001461988
New Zealand,Portugal,2,"('New Zealand', 'Portugal')",146,114,0.000240327
Austria,Portugal,3,"('Austria', 'Portugal')",58,114,0.001361162
Estonia,Portugal,3,"('Estonia', 'Portugal')",13,114,0.006072874
Nigeria,Portugal,6,"('Nigeria', 'Portugal')",16,114,0.019736842
Egypt,Portugal,4,"('Egypt', 'Portugal')",21,114,0.006683375
Adele,Portugal,1,"('Adele', 'Portugal')",1,114,0.00877193
Jennifer,Portugal,1,"('Jennifer', 'Portugal')",9,114,0.000974659
Hungary,Portugal,4,"('Hungary', 'Portugal')",9,114,0.015594542
Jose,Portugal,3,"('Jose', 'Portugal')",7,114,0.011278195
North Macedonia,Portugal,4,"('North Macedonia', 'Portugal')",6,114,0.023391813
Florinda,Portugal,1,"('Florinda', 'Portugal')",1,114,0.00877193
Maria Ceu,Portugal,1,"('Maria Ceu', 'Portugal')",1,114,0.00877193
